"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M499.365T1490.14","64872.141","91378.612","110154.547","135541.379","97511.61","119570.545","90851.277","88039.634","70125.575","69900","89140.813","90798.2708","139091.552","103417.145","93400","115000","97913.2716","106571.8493","132000","89903.534"
"M999.386T843.183","30373.797","16464.391","47217.795","32372.403","28049.695","46080.738","67112.601","75095.452","56340.492","96200","41809.003","1354.6569","49197.478","47050.007","68700","47600","3620.2289","71486.6353","63600","69291.275"
"M803.496T1340.099","404736.774","342054.655","429970.568","531085.339","398609.987","388026.661","479518.071","274448.758","477781.661","424000","198357.749","19389.3971","568990.686","333087.405","340000","326000","33173.897","423125.8956","401000","434736.292"
"M399.308T1262.042","238678.058","125464.848","126774.311","118016.486","182999.023","197382.83","789721.406","135057.972","108830.777","220000","177351.593","88053.3598","101873.969","117033.842","2580000","201000","100576.9347","122073.0509","151000","158872.979"
"M715.229T800.587","44747.937","40395.302","77756.905","57369.646","62035.496","64001.276","15457.908","72872.605","64576.239","98300","77289.431","18704.269","74602.12","67223.261","59400","67600","19990.2816","59544.9591","73000","60456.783"
"M1000.719T1341.992","10617.213","12212.165","26947.846","4895.692","18277.415","13339.686","16194.978","19905.796","10469.633","10500","6050.455","8017.5597","13841.574","22283.176","61500","7530","7592.3852","32890.9037","2470","18695.912"
"M1006.382T812.644","48533.924","16542.773","47376.03","42375.121","50773.051","45500.231","89102.938","57696.234","46902.872","96200","57560.184","1886.0005","50424.382","60356.2","51500","57100","5927.7928","58209.1375","56300","57064.785"
"M352.255T1036.333","221394.855","119947.555","232654.01","144779.569","201893.577","154406.185","443464.331","181291.861","95748.206","249000","227979.597","59548.3359","170530.822","214018.238","187000","188000","77347.3961","150281.9466","177000","155131.903"
"M644.467T1354.385","164402.205","88846.138","85476.101","110591.5","107407.358","129814.875","135295.488","79775.005","90118.793","152000","116156.462","25785.7675","109806.779","72721.397","103000","128000","55535.3115","116302.8699","81700","145466.598"
"M847.518T1306.823","834121.155","747393.681","1029099.246","975642.27","841444.922","864003.103","182372.837","948508.336","847663.457","1070000","470047.861","8230.4048","1038794.927","811379.52","7e+05","707000","14913.1735","677888.3221","778000","676489.985"
"M689.542T1488.279","69026.931","61781.234","90965.219","84039.106","106829.421","80771.608","63673.858","101823.351","113860.664","90200","74403.962","57268.1735","108334.093","120687.208","83300","146000","48805.4682","101366.6149","122000","100140.66"
"M425.215T1440.098","360432.625","308833.875","266121.494","308222.885","321239.535","333173.344","338748.232","350097.638","392302.379","322000","344150.721","237881.7606","269299.721","262986.791","350000","292000","283230.7487","463384.5339","291000","392517.222"
"M725.257T926.047","103621.134","81995.544","82069.115","137971.932","99557.384","97349.918","146709.962","84968.376","104565.318","135000","108772.115","4049.5744","145980.278","139482.625","108000","91000","809.91488","158037.6837","90100","145050.144"
"M471.309T1335.803","176859.461","137870.444","166709.05","160039.288","221563.476","169421.89","321300.855","188993.802","157092.869","212000","189377.215","118160.4968","213891.283","176411.552","207000","264000","147337.4604","255846.1787","206000","278114.77"
"M451.316T1407.26","145540.545","127694.145","130595.517","131375.891","125858.674","115907.268","106384.036","139965.442","114352.104","125000","105286.732","76001.7265","126564.534","130168.905","118000","154000","88562.7617","143972.7792","146000","99153.409"
"M991.717T1439.372","29520.886","39135.424","44194.049","23179.457","41873.879","37298.682","48534.674","54869.172","27331.229","167000","87457.442","27289.9418","20058.681","67444.679","53500","15800","5579.4129","136822.2897","45600","39152.776"
"M945.39T951.54","60548.116","28842.546","134515.419","161322.537","82053.619","94498.431","226665.715","115835.741","87709.214","164000","108566.192","14744.4013","249380.781","175006.035","112000","126000","16720.6989","113391.9094","180000","128492.074"
"M295.151T1418.277","329362.14","410382.394","299144.943","304130.037","258183.228","303818.405","388432.432","329102.903","275445.248","285000","318580.374","220912.9498","236667.568","365996.318","322000","3e+05","237025.075","319386.3438","339000","292394.183"
"M943.383T973.898","59608.278","15139.551","386758.867","539960.087","142954.693","240088.622","54270.18","175065.636","112722.71","331000","164737.381","6813.3781","1039573.569","542066.095","282000","219000","7766.5041","187270.6753","627000","153217.267"
"M689.544T1473.566","44651.979","44003.214","73057.928","56914.986","77313.416","60918.53","56073.747","62904.429","88754.984","70700","60392.692","45235.2451","87182.748","79220.22","57900","114000","39358.9923","75410.0641","88700","62245.827"
"M379.264T1355.475","204041.604","209324.193","183118.739","229487.848","173426.37","179497.751","286721.881","195022.005","173442.165","186000","205529.288","119563.5901","233086.812","208500.024","212000","196000","124286.7612","211286.2587","235000","187338.929"
"M837.33T941.332","59694.864","13325.335","107243.093","94945.891","92082.523","64541.275","87323.672","133492.225","135231.096","261000","100910.041","5011.734","107787.094","150628.48","151000","102000","7590.6665","156741.16","135000","162120.473"
"M530.251T1067.757","104401.429","71007.443","127007.285","114348.103","91325.001","100404.148","146187.195","131211.98","110058.921","170000","101232.461","13567.2007","157935.689","122898.587","114000","120000","8424.9514","130113.748","139000","111057.219"
"M610.486T1325.086","315993.758","191223.86","215699.152","240992.071","324486.592","292375.051","249154.429","193071.337","324521.021","228000","148183.324","9433.9425","307435.405","192414.286","273000","290000","14107.0935","303570.16","2e+05","266197.442"
"M601.255T947.668","119742.156","51401.535","119174.2","130703.519","120745.642","81628.574","96274.7","127322.44","115469.758","159000","121709.765","10898.5064","167282.597","141277.739","109000","111000","7944.4426","122418.451","165000","130671.89"
"M370.348T1575.63","251155.346","184320.713","156260.885","178312.546","205650.478","283953.443","64586.509","177334.468","397845.007","347000","236702.93","161804.6525","155126.764","155008.003","173000","195000","177795.4366","196140.368","178000","211139.675"
"M387.25T1406.584","200853.392","241688.371","223322.171","304534.021","317553.211","339102.025","251004.955","230994.447","224982.337","303000","182403.615","101456.2322","330257.924","248945.445","407000","389000","106019.6991","254176.4612","278000","234408.377"
"M827.597T1446.028","13862.752","15496.118","10657.332","8970.474","9056.582","18456.167","41111.801","31807.926","15282.418","19400","21171.224","14826.8112","9639.351","6108.406","30600","32600","16742.5378","30258.8653","7410","22080.965"
"M801.479T1239.153","178297.258","127811.384","142980.147","190845.165","121622.695","108305.744","181050.751","116659.953","124586.113","157000","78948.928","6541.2299","178806.498","126273.037","1e+05","120000","31788.8141","280147.5877","244000","227398.075"
"M476.38T1456.538","52967.184","44035.795","68452.175","67177.237","52848.015","70102.228","52850.697","68706.189","51067.31","52900","55684.569","57034.2739","84946.93","58514.553","54500","80200","32300.5906","73846.809","80100","73192.74"
"M943.401T977.152","54258.04","15138.328","379017.401","529162.38","127323.711","234785.022","22460.57","145370.816","106392.906","311000","156288.477","4844.2537","1027868.659","531293.318","251000","207000","1812.6794","168260.2532","615000","143934.912"
"M578.503T1590.788","53785.154","71799.359","84931.544","106942.913","124918.49","67297.559","25159.618","86985.875","98149.831","77500","50710.957","22348.6156","140629.56","80367.966","130000","108000","49150.9287","101718.8313","128000","77546.297"
"M857.33T957.42","72167.421","48432.017","92195.827","87779.018","82407.097","83151.518","126016.137","117655.682","106018.625","194000","120511.665","15315.0837","104977.937","124957.546","114000","116000","21048.4135","125818.7179","138000","131213.665"
"M933.368T973.898","75524.535","38807.875","66443.266","77845.63","80015.038","67945.038","58883.432","110703.824","83585.703","156000","79790.914","12530.8887","95975.383","98895.318","92800","111000","16725.3987","102387.4573","108000","112318.355"
"M829.507T1405.065","2937406.669","1592985.392","1844905.545","1603570.528","2669757.977","1999225.139","1070950.157","1872633.111","3204618.123","2410000","1444751.226","22077.5279","1962893.822","1306227.4","1940000","1840000","17000.9219","2868436.945","1360000","2992041.945"
"M549.428T1523.962","64342.074","60837.397","73910.745","96408.31","83223.181","84367.618","44183.985","80148.453","90703.621","75000","60354.342","35295.9933","130986.817","74141.104","77700","119000","46480.2344","116249.2284","99400","99281.886"
"M259.067T312.641","50001.383","12128.384","50167.947","32962.038","53179.913","72048.31","57821.437","121267.941","76589.628","116000","45569.113","3421.0848","56248.109","100005.242","86400","75000","3724.6407","61866.5659","47000","69553.417"
"M824.341T924.482","82556.98","8057.869","144323.498","99899.116","170857.133","107333.17","98159.94","329372.408","273450.233","474000","184579.611","1611.5738","161587.613","190436.676","171000","197000","11215.8255","251367.0685","273000","268310.213"
"M608.277T903.94","56013.483","18038.151","14740.995","40633.552","41915.202","39635.892","12362.086","114433.462","71718.733","82300","142885.97","2637.4971","35190.474","16454.385","45500","20200","2657.4896","129016.2351","39000","128907.262"
"M512.413T1558.325","133767.326","104656.326","125796.534","127429.255","127974.083","125619.386","40448.84","114274.564","141421.318","129000","133008.616","115683.6458","122323.338","110081.254","126000","138000","123504.7306","205023.9003","132000","126303.617"
"M1063.401T857.905","28832.306","4347.478","25626.002","28254.062","100092.51","22849.672","59767.231","32941.367","36162.178","136000","33203.01","422.09542","38931.1","38506.591","83300","76500","2110.4771","48625.5964","56500","44529.49"
"M491.175T936.403","89279.115","48954.604","262852.736","320245.492","163305.367","207754.798","534992.283","168162.861","126511.368","270000","162062.704","4741.1589","547758.42","368537.988","198000","194000","8962.2399","159869.7055","330000","142972.944"
"M824.536T1352.157","415320.808","270962.686","311825.034","357505.935","424169.046","326528.236","286396.574","314398.822","457367.596","410000","249785.073","21257.4065","375461.972","268552.969","346000","318000","27710.3851","380540.2416","294000","417037.147"
"M829.508T1389.189","2931329.365","1589682.029","1840721.193","1595733.917","2658796.479","1982916.515","996384.841","1867699.12","3195835.615","2400000","1437999.35","18919.9384","1956826.449","1307886.303","1930000","1830000","14385.0563","2859046.142","1350000","2986368.383"
"M807.348T918.929","997035.061","9544.307","755247.588","338965.217","1942498.092","657866.119","310294.278","5252634.716","4503149.191","8830000","3300519.209","2483.1201","652860.444","224738.34","1890000","1840000","1847.9355","4863569.698","1290000","5306926.053"
"M641.443T1389.187","208815.453","169104.437","145600.891","210437.048","190237.209","198051.434","230545.538","274614.731","218452.507","240000","149731.875","40263.901","236520.678","208287.953","173000","206000","59056.2888","361999.2343","206000","211759.821"
"M803.498T1269.605","425069.043","351664.463","440162.178","558485.395","408530.026","404907.86","589250.056","283876.818","501945.698","454000","212713.472","18491.6868","591968.681","348475.347","365000","347000","33095.8988","437101.4917","426000","454588.805"
"M488.187T973.898","55748.15","27862.698","58867.915","50424.18","62972.826","34188.485","37351.005","70474.042","59530.005","104000","70166.906","3607.3053","71422.675","69777.672","59400","70700","5856.8534","61570.5684","78700","95615.354"
"M610.257T918.479","54048.613","26683.968","66754.052","56232.887","43527.342","52647.675","40433.364","62090.568","53167.392","73400","65119.187","2256.5288","57377.191","65642.149","53200","52700","7887.285","63156.201","82100","70040.442"
"M906.636T1393.418","12489.86","17714.988","15087.064","16082.07","24205.11","14297.509","22739.277","19475.464","13771.846","11200","7626.397","5799.6251","12154.468","10006.207","20200","6830","1159.92502","22563.4961","9730","14306.488"
